police_call_crime,police_call_address_display,police_call_city,police_call_agency,police_call_date,police_call_time_display
Aggravated assault,100 block Hartson St,Syracuse,Syracuse,11/18/2016,12:15 a.m.
Aggravated assault,300 block Gifford St,Syracuse,Syracuse,11/18/2016,12:31 p.m.
Burglary,5300 block Vineyard Dr,Clay,Onondaga County,11/18/2016,9:00 a.m.-6:00 p.m.
Burglary,1500 block Willis Av,Syracuse,Geddes,11/18/2016,7:08 a.m.
Burglary,200 block Oswego St,Syracuse,Syracuse,11/18/2016,9:00 p.m.-9:00 a.m.
Burglary,2400 block Lodi St,Syracuse,Syracuse,11/18/2016,7:00 p.m.-2:45 p.m.
Burglary,300 block Bridge St,Syracuse,Geddes,11/18/2016,6:39 a.m.
Larceny,8600 block Snowshoe Trl,Cicero,Onondaga County,11/18/2016,12:50 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,11/18/2016,1:08 p.m.-1:35 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,11/18/2016,5:29 p.m.
Larceny,8000 block Kirkville Rd,Kirkville,Manlius,11/18/2016,12:00 p.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,11/18/2016,4:13 p.m.
Larceny,0 block Arkie Albanese Av,Manlius,Manlius,11/18/2016,5:31 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/18/2016,7:34 p.m.
Larceny,100 block Comstock Av,Syracuse,Syracuse,11/18/2016,9:30 p.m.-10:00 a.m.
Larceny,1400 block S  Salina St,Syracuse,Syracuse,11/18/2016,1:30 p.m.-1:00 p.m.
Larceny,1800 block S  Salina St,Syracuse,Syracuse,11/18/2016,6:52 p.m.
Larceny,200 block Charles Av,Syracuse,Solvay,11/18/2016,6:41 p.m.
Larceny,2900 block James St,Syracuse,Syracuse,11/18/2016,5:25 p.m.-5:29 p.m.
Larceny,300 block Bridge St,Syracuse,Geddes,11/18/2016,7:46 a.m.
Larceny,300 block Greenway Av,Syracuse,Syracuse,11/18/2016,4:46 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,11/18/2016,1:43 p.m.
Larceny,4400 block S  Salina St,Syracuse,Syracuse,11/18/2016,11:30 p.m.-9:47 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Onondaga County,11/18/2016,4:00 p.m.
Larceny,4900 block Bear Rd,Syracuse,Onondaga County,11/18/2016,12:57 p.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,11/18/2016,10:53 a.m.
Larceny,600 block Hiawatha Blvd W,Syracuse,Onondaga County,11/18/2016,2:10 p.m.
Larceny,600 block N  Salina St,Syracuse,Syracuse,11/18/2016,10:24 a.m.
Aggravated assault,100 block Hiawatha Pl,Syracuse,Syracuse,11/17/2016,12:43 p.m.
Aggravated assault,300 block Wilkinson St,Syracuse,Syracuse,11/17/2016,12:18 a.m.
Aggravated assault,400 block N Midler Av,Syracuse,Onondaga County,11/17/2016,7:00 p.m.
Burglary,100 block N  Lowell Av,Syracuse,Syracuse,11/17/2016,3:19 p.m.
Burglary,300 block Wavel St,Syracuse,DeWitt,11/17/2016,11:43 a.m.
Larceny,0 block Syracuse St,Baldwinsville,Baldwinsville,11/17/2016,11:14 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/17/2016,1:57 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/17/2016,5:00 p.m.-6:30 p.m.
Larceny,5800 block E Circle Dr,Cicero,Cicero,11/17/2016,11:08 a.m.
Larceny,4200 block James St,East Syracuse,DeWitt,11/17/2016,7:24 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,11/17/2016,5:41 p.m.
Larceny,7700 block E Myers Rd,Kirkville,Manlius,11/17/2016,12:00 p.m.-4:00 p.m.
Larceny,4900 block W Taft Rd,Liverpool,Onondaga County,11/17/2016,9:17 a.m.
Larceny,600 block Old Liverpool Rd,Liverpool,Onondaga County,11/17/2016,7:51 p.m.
Larceny,7600 block Henry Clay Blvd,Liverpool,Onondaga County,11/17/2016,8:35 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/17/2016,5:10 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/17/2016,8:26 p.m.
Larceny,200 block Pleasantview Av,Syracuse,Syracuse,11/17/2016,1:00 p.m.-6:00 p.m.
Larceny,2800 block Brewerton Rd,Syracuse,Onondaga County,11/17/2016,1:12 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,11/17/2016,5:44 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,11/17/2016,7:40 p.m.
Larceny,4300 block S  Salina St,Syracuse,Syracuse,11/17/2016,7:23 p.m.
Larceny,600 block S  Salina St,Syracuse,Syracuse,11/17/2016,2:50 p.m.
Robbery,7400 block Thompson Rd,Syracuse,Onondaga County,11/17/2016,2:31 p.m.
Vehicle theft,100 block Kenmore Av,Syracuse,Syracuse,11/17/2016,12:00 p.m.
Vehicle theft,800 block Oak St,Syracuse,Syracuse,11/17/2016,2:30 p.m.-10:00 a.m.
Aggravated assault,0 block Schoeneck Ct,Syracuse,Syracuse,11/16/2016,1:52 p.m.
Aggravated assault,200 block Delhi St,Syracuse,Syracuse,11/16/2016,11:24 p.m.
Arson,200 block Jasper St,Syracuse,Syracuse,11/16/2016,1:07 a.m.
Burglary,2500 block Canal Rd,Camillus,Camillus,11/16/2016,3:54 p.m.
Burglary,6100 block Heddy Ln,Cicero,Onondaga County,11/16/2016,11:18 a.m.
Burglary,100 block Beechwood Av,Liverpool,Onondaga County,11/16/2016,11:34 a.m.
Burglary,200 block Pleasantview Dr,Liverpool,Onondaga County,11/16/2016,12:53 p.m.
Burglary,4400 block State Street Rd,Skaneateles,Onondaga County,11/16/2016,2:25 p.m.
Burglary,200 block W  Pleasant Av,Syracuse,Syracuse,11/16/2016,9:50 a.m.-9:52 a.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/16/2016,3:51 p.m.
Larceny,8200 block Lucchesi Dr,Clay,Onondaga County,11/16/2016,2:36 p.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,11/16/2016,8:22 p.m.
Larceny,5200 block Burke Ln,Fayetteville,DeWitt,11/16/2016,9:00 p.m.-8:00 a.m.
Larceny,6300 block Kirkville Rd N,Kirkville,Manlius,11/16/2016,8:27 a.m.
Larceny,7100 block Henry Clay Blvd,Liverpool,Onondaga County,11/16/2016,1:55 p.m.
Larceny,200 block Breman Av,Mattydale,Onondaga County,11/16/2016,12:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/16/2016,7:00 p.m.
Larceny,100 block E  Water St,Syracuse,Syracuse,11/16/2016,8:31 p.m.
Larceny,100 block S  Edwards Av,Syracuse,Syracuse,11/16/2016,1:00 p.m.-6:25 p.m.
Larceny,1100 block N  Salina St,Syracuse,Syracuse,11/16/2016,3:48 p.m.
Larceny,200 block Wall St,Syracuse,Syracuse,11/16/2016,11:15 a.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,11/16/2016,3:55 p.m.
Larceny,400 block Mosley Dr,Syracuse,Syracuse,11/16/2016,8:03 a.m.
Larceny,500 block Stafford Av,Syracuse,Syracuse,11/16/2016,4:00 p.m.-6:00 p.m.
Larceny,6100 block Thompson Rd,Syracuse,DeWitt,11/16/2016,7:40 p.m.
Larceny,700 block Maryland Av,Syracuse,Syracuse,11/16/2016,11:16 a.m.
Larceny,700 block State Fair Blvd,Syracuse,Geddes,11/16/2016,8:53 p.m.
Robbery,700 block E  Adams St,Syracuse,Syracuse,11/16/2016,7:21 p.m.
Aggravated assault,1000 block Oak St,Syracuse,Syracuse,11/15/2016,7:40 a.m.
Burglary,5100 block Hamilton Rd,Elbridge,Onondaga County,11/15/2016,12:28 a.m.
Burglary,100 block Grand Av,Syracuse,Syracuse,11/15/2016,12:57 a.m.
Burglary,800 block Sumner Av,Syracuse,Syracuse,11/15/2016,8:37 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/15/2016,2:06 p.m.
Larceny,8200 block Brewerton Rd,Cicero,Cicero,11/15/2016,12:24 p.m.
Larceny,6500 block Baptist Way,East Syracuse,Onondaga County,11/15/2016,12:58 p.m.
Larceny,100 block Corkins Ln,Liverpool,Onondaga County,11/15/2016,12:32 p.m.
Larceny,3600 block Brompton Ln,Liverpool,Onondaga County,11/15/2016,7:00 p.m.-7:25 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/15/2016,1:31 p.m.
Larceny,100 block Roxboro Cir,Syracuse,Onondaga County,11/15/2016,12:00 p.m.-7:00 a.m.
Larceny,1000 block N  State St,Syracuse,Syracuse,11/15/2016,7:41 a.m.
Larceny,400 block Pulaski St,Syracuse,Syracuse,11/15/2016,12:22 p.m.
Larceny,400 block S  Crouse Av,Syracuse,Syracuse,11/15/2016,11:37 a.m.
Larceny,500 block S  State St,Syracuse,Syracuse,11/15/2016,10:00 a.m.-11:00 a.m.
Larceny,600 block Butternut St,Syracuse,Syracuse,11/15/2016,12:15 p.m.
Larceny,700 block Erie Blvd W,Syracuse,Syracuse,11/15/2016,10:40 a.m.
Larceny,900 block Ackerman Av,Syracuse,Syracuse,11/15/2016,6:30 p.m.-8:00 p.m.
Robbery,300 block Seymour St,Syracuse,Syracuse,11/15/2016,8:40 p.m.
Vehicle theft,300 block Wolf St,Syracuse,Syracuse,11/15/2016,9:41 p.m.
Aggravated assault,100 block W  Borden Av,Syracuse,Syracuse,11/14/2016,8:02 p.m.
Aggravated assault,1800 block Bellevue Av,Syracuse,Syracuse,11/14/2016,12:21 a.m.
Aggravated assault,200 block N  State St,Syracuse,Syracuse,11/14/2016,7:57 a.m.
Burglary,200 block Harwood Av,Syracuse,Syracuse,11/14/2016,3:00 p.m.
Burglary,200 block Strathmore Dr,Syracuse,Syracuse,11/14/2016,8:00 a.m.-3:00 p.m.
Burglary,300 block Glenwood Av,Syracuse,Syracuse,11/14/2016,5:48 p.m.
Burglary,500 block Cedar St,Syracuse,Syracuse,11/14/2016,7:28 a.m.
Burglary,800 block Hiawatha Blvd W,Syracuse,Syracuse,11/14/2016,6:30 p.m.-9:30 a.m.
Larceny,3300 block Hayes Rd,Baldwinsville,Onondaga County,11/14/2016,4:14 p.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,11/14/2016,3:04 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,11/14/2016,4:52 p.m.
Larceny,8000 block Brewerton Rd,Cicero,Cicero,11/14/2016,6:18 p.m.
Larceny,100 block Osborne Dr,East Syracuse,Manlius,11/14/2016,4:04 p.m.
Larceny,5400 block Butternut Dr,East Syracuse,DeWitt,11/14/2016,1:12 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,11/14/2016,7:33 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,11/14/2016,7:47 p.m.
Larceny,0 block Hanson Way,Fayetteville,Manlius,11/14/2016,8:00 p.m.-10:30 a.m.
Larceny,7100 block Henry Clay Blvd,Liverpool,Onondaga County,11/14/2016,1:40 p.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,11/14/2016,11:37 p.m.
Larceny,4000 block Oneill Ln,Skaneateles,Onondaga County,11/14/2016,8:07 a.m.
Larceny,100 block Butternut Dr,Syracuse,DeWitt,11/14/2016,5:00 a.m.-5:10 a.m.
Larceny,100 block E Molloy Rd,Syracuse,Onondaga County,11/14/2016,5:36 a.m.
Larceny,100 block Kensington Rd,Syracuse,Syracuse,11/14/2016,8:00 p.m.-10:00 a.m.
Larceny,100 block Sunnybrook Dr,Syracuse,Camillus,11/14/2016,12:08 a.m.
Larceny,100 block Terraceview Rd,Syracuse,DeWitt,11/14/2016,12:00 a.m.-7:00 a.m.
Larceny,100 block Weiser Ct,Syracuse,Syracuse,11/14/2016,11:00 p.m.
Larceny,1000 block Harrison St,Syracuse,Syracuse,11/14/2016,6:00 a.m.-8:00 a.m.
Larceny,1000 block Woods Rd,Syracuse,Geddes,11/14/2016,10:49 a.m.
Larceny,200 block Hope Av,Syracuse,Syracuse,11/14/2016,6:30 p.m.-8:00 p.m.
Larceny,200 block N  Beech St,Syracuse,Syracuse,11/14/2016,11:29 a.m.
Larceny,2400 block Grant Blvd,Syracuse,Syracuse,11/14/2016,8:00 a.m.
Larceny,3400 block Erie Blvd E,Syracuse,DeWitt,11/14/2016,6:10 p.m.
Larceny,400 block Douglas St,Syracuse,Syracuse,11/14/2016,7:12 p.m.
Larceny,4200 block Cleveland Rd,Syracuse,Onondaga County,11/14/2016,12:41 p.m.
Larceny,500 block S  State St,Syracuse,Syracuse,11/14/2016,2:15 p.m.
Larceny,7800 block Northern Blvd,Syracuse,Onondaga County,11/14/2016,2:15 p.m.
Larceny,800 block Fay Rd,Syracuse,Geddes,11/14/2016,3:00 p.m.-9:00 p.m.
Larceny,900 block Harrison St,Syracuse,Syracuse,11/14/2016,10:00 p.m.-7:50 a.m.
Robbery,5500 block Taormina Dr,Clay,Onondaga County,11/14/2016,12:08 a.m.
Robbery,200 block Seneca Dr,Syracuse,Syracuse,11/14/2016,10:38 p.m.
Robbery,400 block South Av,Syracuse,Syracuse,11/14/2016,9:04 a.m.
Vehicle theft,7800 block Northern Blvd,Syracuse,Onondaga County,11/14/2016,1:21 p.m.
Aggravated assault,300 block East Av,East Syracuse,DeWitt,11/13/2016,7:03 a.m.
Aggravated assault,500 block Kinne St,East Syracuse,DeWitt,11/13/2016,2:05 p.m.
Burglary,500 block Plum St,Syracuse,Syracuse,11/13/2016,11:45 a.m.
Burglary,700 block Walnut Av,Syracuse,Syracuse,11/13/2016,12:47 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/13/2016,4:22 p.m.
Larceny,6400 block Basile Row,East Syracuse,DeWitt,11/13/2016,2:20 p.m.-2:45 p.m.
Larceny,4200 block Stepping Stone Ln,Liverpool,Onondaga County,11/13/2016,5:47 p.m.
Larceny,2400 block Platt Rd,Marcellus,Onondaga County,11/13/2016,12:34 p.m.
Larceny,2400 block Platt Rd,Marcellus,Onondaga County,11/13/2016,2:06 p.m.
Larceny,2400 block Platt Rd,Marcellus,Onondaga County,11/13/2016,2:06 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/13/2016,12:00 p.m.-3:45 p.m.
Larceny,100 block Fountain St,Syracuse,Syracuse,11/13/2016,5:10 p.m.
Larceny,1300 block Bellevue Av,Syracuse,Syracuse,11/13/2016,12:00 a.m.-8:00 a.m.
Larceny,1300 block N  Salina St,Syracuse,Syracuse,11/13/2016,4:47 a.m.
Larceny,1600 block First North St,Syracuse,Syracuse,11/13/2016,9:30 p.m.-8:00 a.m.
Larceny,300 block Whittier Av,Syracuse,Syracuse,11/13/2016,3:00 p.m.
Larceny,3300 block S  Salina St,Syracuse,Syracuse,11/13/2016,11:26 a.m.
Larceny,400 block Tyson Pl,Syracuse,Syracuse,11/13/2016,1:30 a.m.-5:00 a.m.
Larceny,500 block S  Clinton St,Syracuse,Syracuse,11/13/2016,9:00 p.m.-10:30 p.m.
Larceny,500 block W  Seneca Tpke,Syracuse,Syracuse,11/13/2016,6:55 p.m.
Larceny,6100 block Crestview Dr,Syracuse,Cicero,11/13/2016,2:59 p.m.
Larceny,800 block Comstock Av,Syracuse,Syracuse,11/13/2016,10:00 p.m.-2:00 a.m.
Vehicle theft,300 block Mcclennan Dr,Fayetteville,Manlius,11/13/2016,6:53 a.m.
Aggravated assault,4900 block Driftwood Dr,Liverpool,Onondaga County,11/12/2016,8:55 p.m.
Aggravated assault,300 block N  Clinton St,Syracuse,Syracuse,11/12/2016,2:00 a.m.
Arson,1100 block Carbon St,Syracuse,Syracuse,11/12/2016,5:00 p.m.
Burglary,100 block Malcolm St,Syracuse,Syracuse,11/12/2016,11:48 p.m.
Larceny,0 block Fennell St,Skaneateles,Skaneateles,11/12/2016,10:00 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/12/2016,5:16 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/12/2016,5:30 p.m.-5:45 p.m.
Larceny,0 block Homeland Rd,Syracuse,Onondaga County,11/12/2016,12:17 p.m.
Larceny,100 block Ivy Ridge Rd,Syracuse,Syracuse,11/12/2016,8:54 a.m.
Larceny,100 block Pleasantview Av,Syracuse,Syracuse,11/12/2016,7:56 a.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,11/12/2016,9:41 a.m.
Larceny,100 block Walton St,Syracuse,Syracuse,11/12/2016,9:52 p.m.
Larceny,100 block Waterbury Dr,Syracuse,Onondaga County,11/12/2016,7:30 p.m.-7:30 a.m.
Larceny,1100 block Madison St,Syracuse,Syracuse,11/12/2016,2:30 a.m.-11:00 a.m.
Larceny,300 block Burnet Park Dr,Syracuse,Syracuse,11/12/2016,7:00 a.m.-9:00 a.m.
Larceny,300 block Dunlap Av,Syracuse,DeWitt,11/12/2016,9:30 p.m.-9:45 p.m.
Larceny,3100 block Erie Blvd E,Syracuse,DeWitt,11/12/2016,8:54 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,11/12/2016,1:43 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,11/12/2016,9:43 p.m.
Larceny,600 block S  Geddes St,Syracuse,Syracuse,11/12/2016,2:00 a.m.-1:52 p.m.
Larceny,6700 block Buckley Rd,Syracuse,Onondaga County,11/12/2016,5:45 a.m.-12:30 p.m.
Robbery,0 block S  Salina St,Syracuse,Syracuse,11/12/2016,5:51 p.m.
Vehicle theft,100 block Dewittshire Rd,Syracuse,DeWitt,11/12/2016,9:46 a.m.
Vehicle theft,100 block Sweeting St,Syracuse,Syracuse,11/12/2016,9:16 a.m.
Aggravated assault,100 block Thorndike Ln,Minoa,Manlius,11/11/2016,6:30 p.m.
Burglary,1100 block Madison St,Syracuse,Syracuse,11/11/2016,3:30 p.m.-5:00 p.m.
Burglary,300 block S  Salina St,Syracuse,Syracuse,11/11/2016,1:27 a.m.
Burglary,500 block Marcellus St,Syracuse,Syracuse,11/11/2016,7:56 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,11/11/2016,11:30 a.m.
Larceny,6600 block Baptist Way,East Syracuse,DeWitt,11/11/2016,5:00 a.m.-12:00 p.m.
Larceny,0 block Arkie Albanese Av,Manlius,Manlius,11/11/2016,9:05 a.m.
Larceny,0 block East St,Skaneateles,Skaneateles,11/11/2016,8:54 a.m.
Larceny,0 block Jordan St,Skaneateles,Skaneateles,11/11/2016,10:23 a.m.
Larceny,0 block Leitch Av,Skaneateles,Skaneateles,11/11/2016,9:47 a.m.
Larceny,1600 block Grant Blvd,Syracuse,Syracuse,11/11/2016,5:04 p.m.
Larceny,3100 block Erie Blvd E,Syracuse,DeWitt,11/11/2016,10:49 a.m.
Larceny,400 block Stafford Av,Syracuse,Syracuse,11/11/2016,1:45 a.m.-7:00 a.m.
Larceny,500 block Allen St,Syracuse,Syracuse,11/11/2016,12:00 a.m.-11:59 p.m.
Larceny,500 block Pond St,Syracuse,Syracuse,11/11/2016,1:30 p.m.
Larceny,6100 block S Salina St,Syracuse,Onondaga County,11/11/2016,11:07 a.m.
Larceny,900 block Pond St,Syracuse,Syracuse,11/11/2016,10:00 a.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,11/11/2016,4:10 p.m.
Robbery,600 block W Manlius St,East Syracuse,DeWitt,11/11/2016,4:59 p.m.
Vehicle theft,6300 block Thompson Rd,Syracuse,DeWitt,11/11/2016,3:40 p.m.
Burglary,1000 block Seventh North St,Liverpool,Onondaga County,11/10/2016,3:16 p.m.
Burglary,200 block Griffiths St,Syracuse,Syracuse,11/10/2016,7:02 p.m.
Burglary,300 block E  Division St,Syracuse,Syracuse,11/10/2016,2:15 p.m.-4:00 p.m.
Burglary,500 block Charles Av,Syracuse,Onondaga County,11/10/2016,3:15 p.m.
Larceny,3500 block Hayes Rd,Baldwinsville,Onondaga County,11/10/2016,8:54 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,11/10/2016,3:06 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/10/2016,3:32 p.m.
Larceny,100 block Carlisle St,Syracuse,Syracuse,11/10/2016,6:57 a.m.
Larceny,100 block Grove St,Syracuse,North Syracuse,11/10/2016,11:12 a.m.
Larceny,100 block Maris Dr,Syracuse,Syracuse,11/10/2016,5:41 p.m.
Larceny,200 block Arnett Av,Syracuse,Syracuse,11/10/2016,11:35 p.m.-6:35 a.m.
Larceny,200 block Maplehurst Av,Syracuse,Syracuse,11/10/2016,12:00 p.m.
Larceny,200 block W  Genesee St,Syracuse,Syracuse,11/10/2016,12:30 p.m.
Larceny,300 block Apple St,Syracuse,Syracuse,11/10/2016,11:33 p.m.
Larceny,300 block Oneida St,Syracuse,Syracuse,11/10/2016,11:30 a.m.
Larceny,4600 block Onondaga Blvd,Syracuse,Geddes,11/10/2016,12:00 p.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Syracuse,11/10/2016,9:40 p.m.
Larceny,600 block James St,Syracuse,Syracuse,11/10/2016,1:00 p.m.-4:30 p.m.
Larceny,900 block Glenwood Av,Syracuse,Syracuse,11/10/2016,5:00 p.m.-4:24 p.m.
Larceny,900 block Pond St,Syracuse,Syracuse,11/10/2016,6:30 a.m.
Robbery,2200 block Lodi St,Syracuse,Syracuse,11/10/2016,4:34 p.m.
Robbery,900 block S  Salina St,Syracuse,Syracuse,11/10/2016,1:03 p.m.
Vehicle theft,0 block Elm St,Camillus,Camillus,11/10/2016,8:00 a.m.-3:00 p.m.
Vehicle theft,3300 block James St,Syracuse,Syracuse,11/10/2016,11:30 a.m.
Aggravated assault,7700 block Broadfield Rd,Manlius,Onondaga County,11/9/2016,1:05 p.m.
Aggravated assault,600 block N Main St,Minoa,Manlius,11/9/2016,2:21 p.m.
Burglary,100 block Normanor Dr,Syracuse,Syracuse,11/9/2016,6:20 a.m.
Burglary,1000 block S  Geddes St,Syracuse,Syracuse,11/9/2016,12:39 p.m.
Burglary,200 block Stoney Dr,Syracuse,Geddes,11/9/2016,6:20 p.m.
Burglary,700 block N  Salina St,Syracuse,Syracuse,11/9/2016,1:09 a.m.
Larceny,8800 block Oswego Rd,Baldwinsville,Onondaga County,11/9/2016,4:31 p.m.
Larceny,5300 block W Genesee St,Camillus,Onondaga County,11/9/2016,4:39 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,11/9/2016,9:10 p.m.
Larceny,3700 block Ramson Rd,Lafayette,Onondaga County,11/9/2016,12:00 p.m.-11:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/9/2016,8:46 p.m.
Larceny,100 block Elwood Davis Rd,Syracuse,Onondaga County,11/9/2016,10:32 a.m.
Larceny,2400 block James St,Syracuse,Syracuse,11/9/2016,2:54 a.m.
Larceny,3400 block Erie Blvd E,Syracuse,DeWitt,11/9/2016,7:40 p.m.
Larceny,400 block Montgomery St,Syracuse,Onondaga County,11/9/2016,1:07 p.m.
Larceny,400 block S  Beech St,Syracuse,Syracuse,11/9/2016,5:47 p.m.
Larceny,600 block Clarendon St,Syracuse,Syracuse,11/9/2016,12:15 p.m.-9:00 p.m.
Larceny,700 block Danforth St,Syracuse,Syracuse,11/9/2016,6:14 a.m.-6:20 a.m.
Larceny,700 block Kirkpatrick St,Syracuse,Syracuse,11/9/2016,9:00 p.m.
Robbery,700 block S  Crouse Av,Syracuse,Syracuse,11/9/2016,5:51 p.m.
Aggravated assault,4000 block Bonstead Rd,Clay,Onondaga County,11/8/2016,11:44 a.m.
Aggravated assault,200 block Martin Luther King      W,Syracuse,Syracuse,11/8/2016,5:51 p.m.
Burglary,300 block S  Salina St,Syracuse,Syracuse,11/8/2016,10:45 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,11/8/2016,8:30 p.m.
Larceny,6500 block Pheasant Rd,East Syracuse,DeWitt,11/8/2016,5:30 p.m.-8:00 a.m.
Larceny,100 block Towne Dr,Fayetteville,Manlius,11/8/2016,3:06 p.m.
Larceny,4900 block Bear Rd,Liverpool,Onondaga County,11/8/2016,10:32 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/8/2016,10:17 a.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/8/2016,2:29 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/8/2016,3:00 p.m.
Larceny,0 block Destiny Usa Dr,Syracuse,Syracuse,11/8/2016,5:48 p.m.
Larceny,0 block Lincoln Rd,Syracuse,North Syracuse,11/8/2016,8:15 a.m.
Larceny,100 block Hood Av,Syracuse,Syracuse,11/8/2016,2:22 p.m.
Larceny,100 block N  Midler Av,Syracuse,Syracuse,11/8/2016,12:34 p.m.
Larceny,1000 block Woods Rd,Syracuse,Geddes,11/8/2016,10:10 a.m.
Larceny,1300 block W  Genesee St,Syracuse,Syracuse,11/8/2016,10:25 p.m.
Larceny,200 block Baxton St,Syracuse,Onondaga County,11/8/2016,8:49 a.m.
Larceny,200 block Cortland Av,Syracuse,Syracuse,11/8/2016,4:00 p.m.-10:10 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,11/8/2016,5:57 p.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,11/8/2016,6:46 p.m.
Larceny,400 block W  Seneca Tpke,Syracuse,Syracuse,11/8/2016,6:20 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,11/8/2016,1:11 p.m.
Larceny,4900 block Grolier Rd,Syracuse,Onondaga County,11/8/2016,9:07 p.m.
Larceny,500 block Kirkpatrick St,Syracuse,Syracuse,11/8/2016,2:45 a.m.
Larceny,600 block Fellows Av,Syracuse,Syracuse,11/8/2016,11:00 a.m.-1:45 p.m.
Larceny,6700 block Buckley Rd,Syracuse,Onondaga County,11/8/2016,7:53 a.m.
Larceny,800 block Valley Dr,Syracuse,Syracuse,11/8/2016,5:39 p.m.
Larceny,900 block James St,Syracuse,Syracuse,11/8/2016,9:49 a.m.
Aggravated assault,600 block W Manlius St,East Syracuse,DeWitt,11/7/2016,9:40 p.m.
Aggravated assault,600 block Robinson St,Syracuse,Syracuse,11/7/2016,9:03 p.m.
Arson,300 block Bear St,Syracuse,Syracuse,11/7/2016,3:31 p.m.
Burglary,6500 block Kirkville Rd,East Syracuse,DeWitt,11/7/2016,1:57 p.m.
Burglary,0 block Grampian Rd,Liverpool,Onondaga County,11/7/2016,9:07 a.m.
Burglary,100 block Genesee Park Dr,Syracuse,Syracuse,11/7/2016,7:39 p.m.
Larceny,9400 block Chalkstone Crse,Brewerton,Onondaga County,11/7/2016,1:34 p.m.
Larceny,100 block Allen St,East Syracuse,DeWitt,11/7/2016,11:50 p.m.-8:15 a.m.
Larceny,4200 block James St,East Syracuse,DeWitt,11/7/2016,2:25 a.m.
Larceny,5400 block Butternut Dr,East Syracuse,DeWitt,11/7/2016,10:29 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,Onondaga County,11/7/2016,1:16 p.m.
Larceny,6900 block Northern Blvd,East Syracuse,DeWitt,11/7/2016,5:22 p.m.
Larceny,3900 block Route 31,Liverpool,Onondaga County,11/7/2016,6:23 p.m.
Larceny,4600 block Buckley Rd,Liverpool,Onondaga County,11/7/2016,7:30 a.m.-10:30 a.m.
Larceny,0 block Arkie Albanese Av,Manlius,Manlius,11/7/2016,10:50 a.m.
Larceny,100 block W Seneca St,Manlius,Manlius,11/7/2016,11:07 a.m.
Larceny,100 block W Seneca St,Manlius,Manlius,11/7/2016,11:48 a.m.
Larceny,0 block Jordan St,Skaneateles,Skaneateles,11/7/2016,4:51 p.m.
