police_call_crime,police_call_address_display,police_call_city,police_call_agency,police_call_date,police_call_time_display
Larceny,200 block Crippen Av,Syracuse,Syracuse,5/28/2018,12:02 a.m.
Aggravated assault,1 block Destiny Usa Dr,Syracuse,Syracuse,5/27/2018,4:47 p.m.
Burglary,100 block Lydell St,Syracuse,Syracuse,5/27/2018,2:18 a.m.-2:24 a.m.
Larceny,400 block Erie Blvd E,Syracuse,Syracuse,5/27/2018,8:40 a.m.
Larceny,200 block Amherst Av,Syracuse,Syracuse,5/27/2018,10:42 a.m.
Larceny,400 block Erie Blvd E,Syracuse,Syracuse,5/27/2018,1:46 p.m.
Vehicle theft,300 block Roosevelt Av,Syracuse,Syracuse,5/27/2018,2:00 a.m.-7:00 a.m.
Vehicle theft,200 block Ivy Ridge Rd,Syracuse,Syracuse,5/27/2018,6:45 p.m.
Aggravated assault,700 block E  Adams St,Syracuse,Syracuse,5/26/2018,12:11 a.m.
Aggravated assault,200 block Sterling Av,Syracuse,Syracuse,5/26/2018,12:30 a.m.
Aggravated assault,100 block Fenway Dr,Syracuse,Syracuse,5/26/2018,5:30 p.m.
Aggravated assault,100 block Ballantyne Rd,Syracuse,Syracuse,5/26/2018,6:30 p.m.
Burglary,4300 block Hepatica Hill Rd,Manlius,Onondaga County,5/26/2018,11:00 p.m.-5:00 a.m.
Burglary,200 block Kensington Pl,Syracuse,Syracuse,5/26/2018,9:59 a.m.
Burglary,1100 block Sidney St,Syracuse,Camillus,5/26/2018,1:13 p.m.
Larceny,5300 block W Genesee St,Camillus,Onondaga County,5/26/2018,12:55 p.m.
Larceny,8100 block Trillium Trl,Manlius,Onondaga County,5/26/2018,12:00 a.m.-8:15 a.m.
Larceny,4300 block Trout Lilly Ln,Manlius,Onondaga County,5/26/2018,11:00 p.m.-8:30 a.m.
Larceny,4300 block Trout Lilly Ln,Manlius,Onondaga County,5/26/2018,10:00 p.m.-10:29 a.m.
Larceny,4300 block Winding Creek Rd,Manlius,Onondaga County,5/26/2018,11:00 p.m.-11:24 a.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,5/26/2018,10:13 a.m.
Larceny,100 block W  Seneca Tpke,Syracuse,Syracuse,5/26/2018,10:23 p.m.
Robbery,200 block Rich St,Syracuse,Syracuse,5/26/2018,4:56 a.m.
Robbery,600 block Pond St,Syracuse,Syracuse,5/26/2018,9:15 a.m.
Robbery,400 block Richmond Av,Syracuse,Syracuse,5/26/2018,7:00 p.m.
Vehicle theft,100 block Lincoln Ave,Syracuse,Syracuse,5/26/2018,12:30 a.m.
Vehicle theft,100 block Newbury Hollow Ln,Syracuse,Syracuse,5/26/2018,5:00 p.m.-10:30 a.m.
Aggravated assault,300 block Prospect Av,Syracuse,Syracuse,5/25/2018,12:16 a.m.
Aggravated assault,100 block Wood Av,Syracuse,Syracuse,5/25/2018,6:55 p.m.
Aggravated assault,3000 block Erie Blvd E,Syracuse,Syracuse,5/25/2018,9:22 p.m.
Burglary,100 block Shop City Plz,Syracuse,Onondaga County,5/25/2018,5:45 a.m.
Burglary,200 block Lemoyne Av,Syracuse,Syracuse,5/25/2018,8:00 a.m.-6:30 a.m.
Burglary,1000 block Highland St,Syracuse,Syracuse,5/25/2018,9:00 p.m.-9:30 a.m.
Burglary,0 block Ball Rd,Syracuse,Onondaga County,5/25/2018,4:38 p.m.
Larceny,300 block Schaffer Av,Syracuse,Onondaga County,5/25/2018,1:00 a.m.-5:00 a.m.
Larceny,800 block N  State St,Syracuse,Syracuse,5/25/2018,2:14 p.m.
Robbery,1600 block N  Salina St,Syracuse,Syracuse,5/25/2018,3:38 a.m.
Robbery,300 block Beecher St,Syracuse,Syracuse,5/25/2018,8:35 p.m.-8:38 p.m.
Aggravated assault,100 block Valley View Dr,Syracuse,Syracuse,5/24/2018,11:01 a.m.
Aggravated assault,100 block Marvin Rd,Syracuse,Syracuse,5/24/2018,10:49 p.m.
Burglary,100 block White St,Syracuse,Syracuse,5/24/2018,8:04 a.m.
Burglary,200 block Bryant Av,Syracuse,Syracuse,5/24/2018,6:00 a.m.-6:00 p.m.
Burglary,300 block Gertrude St,Syracuse,Syracuse,5/24/2018,7:39 p.m.
Larceny,400 block Kenwick Dr,Syracuse,Onondaga County,5/24/2018,1:47 a.m.
Larceny,1000 block N  State St,Syracuse,Syracuse,5/24/2018,10:57 a.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,5/24/2018,2:21 p.m.
Larceny,2200 block Brewerton Rd,Syracuse,Onondaga County,5/24/2018,6:59 p.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/24/2018,9:08 p.m.
Robbery,900 block S  Salina St,Syracuse,Syracuse,5/24/2018,11:32 a.m.
Robbery,500 block Bellevue Av,Syracuse,Syracuse,5/24/2018,10:36 p.m.
Aggravated assault,300 block Tompkins St,Syracuse,Syracuse,5/23/2018,3:23 p.m.
Aggravated assault,1100 block Teall Av,Syracuse,Syracuse,5/23/2018,5:15 p.m.
Aggravated assault,300 block John St,Syracuse,Syracuse,5/23/2018,9:07 p.m.
Aggravated assault,100 block Hood Av,Syracuse,Syracuse,5/23/2018,11:10 p.m.-11:14 p.m.
Larceny,9500 block Neva Ln,Brewerton,Cicero,5/23/2018,6:43 p.m.
Larceny,7700 block Deerfield Rd,Liverpool,Onondaga County,5/23/2018,9:30 p.m.-11:58 p.m.
Larceny,0 block State St,Skaneateles,Skaneateles,5/23/2018,8:14 p.m.
Larceny,1800 block Teall Av,Syracuse,Syracuse,5/23/2018,7:40 a.m.
Larceny,400 block Cherry St,Syracuse,Syracuse,5/23/2018,8:08 a.m.
Larceny,100 block Glahn Av,Syracuse,Syracuse,5/23/2018,6:30 a.m.-3:21 p.m.
Larceny,300 block S  Salina St,Syracuse,Syracuse,5/23/2018,5:08 p.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/23/2018,7:47 p.m.
Larceny,200 block Herald Pl,Syracuse,Syracuse,5/23/2018,8:00 p.m.-7:30 a.m.
Larceny,100 block Harvard Pl,Syracuse,Syracuse,5/23/2018,12:00 p.m.-10:00 a.m.
Larceny,700 block Euclid Av,Syracuse,Syracuse,5/23/2018,10:00 p.m.-9:00 a.m.
Larceny,1500 block Lemoyne Av,Syracuse,Syracuse,5/23/2018,3:00 p.m.-4:00 p.m.
Larceny,300 block Oswego St,Syracuse,Syracuse,5/23/2018,3:20 p.m.-3:30 p.m.
Vehicle theft,300 block Furman St,Syracuse,Syracuse,5/23/2018,12:28 p.m.
Aggravated assault,300 block S  Warren St,Syracuse,Syracuse,5/22/2018,7:50 p.m.
Aggravated assault,100 block Roney Ln,Syracuse,Syracuse,5/22/2018,11:29 p.m.
Burglary,300 block Towne Dr,Fayetteville,Manlius,5/22/2018,9:03 a.m.
Larceny,7900 block Brewerton Rd,Cicero,Cicero,5/22/2018,5:07 p.m.
Larceny,3300 block W Genesee St,Syracuse,Geddes,5/22/2018,1:52 a.m.
Larceny,600 block Ash St,Syracuse,Syracuse,5/22/2018,10:20 a.m.-7:04 a.m.
Larceny,700 block N  Salina St,Syracuse,Syracuse,5/22/2018,9:27 a.m.
Larceny,600 block South Av,Syracuse,Syracuse,5/22/2018,9:53 a.m.
Larceny,500 block Montgomery St,Syracuse,Onondaga County,5/22/2018,12:10 p.m.
Larceny,2200 block W Genesee St,Syracuse,Solvay,5/22/2018,12:15 p.m.
Larceny,500 block Wolf St,Syracuse,Syracuse,5/22/2018,1:48 p.m.
Larceny,400 block S  Beech St,Syracuse,Syracuse,5/22/2018,3:23 p.m.
Larceny,1500 block Teall Av,Syracuse,Syracuse,5/22/2018,4:28 p.m.
Robbery,100 block Wood Av,Syracuse,Syracuse,5/22/2018,10:42 p.m.
Vehicle theft,100 block W  Pleasant Av,Syracuse,Syracuse,5/22/2018,7:15 p.m.
Aggravated assault,3700 block Milton Av,Camillus,Camillus,5/21/2018,4:53 p.m.
Aggravated assault,700 block E  Adams St,Syracuse,Syracuse,5/21/2018,1:40 a.m.
Aggravated assault,0 block 690 Eb,Syracuse,Syracuse,5/21/2018,8:00 p.m.-8:10 p.m.
Aggravated assault,100 block Smith Ln,Syracuse,Syracuse,5/21/2018,11:32 p.m.
Aggravated assault,400 block S  Midler Av,Syracuse,Syracuse,5/21/2018,11:58 p.m.
Arson,200 block W  Calthrop Av,Syracuse,Syracuse,5/21/2018,1:08 a.m.-1:18 a.m.
Burglary,8400 block Oswego Rd,Liverpool,Onondaga County,5/21/2018,9:39 a.m.
Larceny,0 block E Genesee St,Baldwinsville,Baldwinsville,5/21/2018,11:30 a.m.
Larceny,8300 block Falcon Dr,Liverpool,Onondaga County,5/21/2018,12:23 p.m.
Larceny,1200 block Wolf St,Syracuse,Onondaga County,5/21/2018,10:57 a.m.
Larceny,1600 block E  Fayette St,Syracuse,Syracuse,5/21/2018,12:00 p.m.-11:11 a.m.
Larceny,300 block Ashdale Av,Syracuse,Syracuse,5/21/2018,9:00 p.m.-8:45 a.m.
Larceny,4400 block E Genesee St,Syracuse,DeWitt,5/21/2018,8:32 p.m.
Larceny,200 block Cleveland Av,Syracuse,Syracuse,5/21/2018,11:12 p.m.
Larceny,300 block Curtis St,Syracuse,Syracuse,5/21/2018,5:00 a.m.-7:30 a.m.
Larceny,300 block Coughlin Av,Syracuse,Syracuse,5/21/2018,10:10 p.m.-6:15 a.m.
Larceny,2500 block Erie Blvd E,Syracuse,Syracuse,5/21/2018,12:30 p.m.-12:45 p.m.
Aggravated assault,7100 block Oswego Rd,Liverpool,Onondaga County,5/20/2018,5:33 a.m.
Arson,100 block Hartley St,Syracuse,Syracuse,5/20/2018,8:50 p.m.-8:54 p.m.
Burglary,8400 block Oswego Rd,Liverpool,Onondaga County,5/20/2018,5:13 p.m.
Larceny,5500 block Oneida Dr,Brewerton,Cicero,5/20/2018,5:13 p.m.
Larceny,400 block Electronics Pkwy,Liverpool,Onondaga County,5/20/2018,2:20 p.m.
Larceny,200 block Putnam St,Syracuse,Syracuse,5/20/2018,12:00 a.m.-12:30 a.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,5/20/2018,12:06 p.m.
Larceny,300 block Pleasant Av,Syracuse,North Syracuse,5/20/2018,12:38 p.m.
Larceny,3800 block Brewerton Rd,Syracuse,Onondaga County,5/20/2018,2:22 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,5/20/2018,3:52 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,5/20/2018,4:34 p.m.
Larceny,100 block Neutral Ct,Syracuse,Syracuse,5/20/2018,1:00 a.m.-4:00 p.m.
Vehicle theft,800 block South Av,Syracuse,Syracuse,5/20/2018,1:00 a.m.
Aggravated assault,100 block W Ellis St,East Syracuse,DeWitt,5/19/2018,10:20 a.m.-10:30 a.m.
Burglary,300 block W Manlius St,East Syracuse,DeWitt,5/19/2018,3:17 a.m.-3:22 a.m.
Burglary,100 block E Manlius St,East Syracuse,DeWitt,5/19/2018,12:25 a.m.-7:48 a.m.
Burglary,100 block Furman St,Syracuse,Syracuse,5/19/2018,2:37 p.m.
Larceny,6700 block E Genesee St,Fayetteville,DeWitt,5/19/2018,2:24 p.m.
Larceny,100 block Springfield Rd,Syracuse,Syracuse,5/19/2018,12:00 p.m.-11:00 a.m.
Larceny,600 block Dewitt St,Syracuse,Syracuse,5/19/2018,1:30 p.m.-11:44 a.m.
Larceny,400 block S  Salina St,Syracuse,Syracuse,5/19/2018,2:00 p.m.
Larceny,400 block Butternut St,Syracuse,Syracuse,5/19/2018,5:00 p.m.
Larceny,3000 block Court St,Syracuse,Onondaga County,5/19/2018,8:41 p.m.
Larceny,2000 block E  Fayette St,Syracuse,Syracuse,5/19/2018,5:27 p.m.-5:29 p.m.
Larceny,200 block Shuart Av,Syracuse,Syracuse,5/19/2018,11:10 a.m.
Larceny,100 block Walton St,Syracuse,Syracuse,5/19/2018,7:20 p.m.
Larceny,100 block Shotwell,Syracuse,Syracuse,5/19/2018,12:01 p.m.-10:03 a.m.
Robbery,100 block Smith Ln,Syracuse,Syracuse,5/19/2018,2:20 a.m.
Robbery,3100 block James St,Syracuse,Syracuse,5/19/2018,4:39 p.m.
Vehicle theft,100 block E First St,East Syracuse,Onondaga County,5/19/2018,7:00 a.m.-9:00 a.m.
Vehicle theft,400 block Craig St,Syracuse,Syracuse,5/19/2018,1:00 a.m.-5:30 a.m.
Aggravated assault,100 block W  Florence Av,Syracuse,Syracuse,5/18/2018,12:59 a.m.
Aggravated assault,400 block Carbon St,Syracuse,Syracuse,5/18/2018,2:20 p.m.
Aggravated assault,500 block Seymour St,Syracuse,Syracuse,5/18/2018,6:35 p.m.-6:30 p.m.
Aggravated assault,100 block Dearborn Pl,Syracuse,Syracuse,5/18/2018,7:28 p.m.
Burglary,100 block Roney Ln,Syracuse,Syracuse,5/18/2018,12:00 p.m.-4:00 p.m.
Burglary,400 block Rowland St,Syracuse,Syracuse,5/18/2018,7:00 p.m.-8:00 p.m.
Larceny,2200 block Downer Street Rd,Baldwinsville,Onondaga County,5/18/2018,6:30 a.m.-7:00 a.m.
Larceny,6200 block Route 31,Cicero,Cicero,5/18/2018,11:04 a.m.
Larceny,5900 block Butternut Dr,East Syracuse,DeWitt,5/18/2018,5:30 p.m.-7:30 a.m.
Larceny,100 block Metropolitan Park Dr,Liverpool,Onondaga County,5/18/2018,9:52 a.m.-11:07 a.m.
Larceny,7900 block Orion Path,Liverpool,Onondaga County,5/18/2018,11:57 a.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,5/18/2018,4:10 p.m.
Larceny,800 block Fourth St,Liverpool,Liverpool,5/18/2018,11:09 a.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,5/18/2018,2:30 p.m.
Larceny,200 block Shonnard St,Syracuse,Syracuse,5/18/2018,6:20 a.m.-6:15 a.m.
Larceny,200 block Cortland Av,Syracuse,Syracuse,5/18/2018,3:39 a.m.-4:35 a.m.
Larceny,200 block Cleveland Av,Syracuse,Syracuse,5/18/2018,2:45 p.m.
Larceny,300 block Essex St,Syracuse,Syracuse,5/18/2018,4:30 p.m.-4:44 p.m.
Larceny,3800 block Brewerton Rd,Syracuse,Onondaga County,5/18/2018,5:39 p.m.
Larceny,100 block Windemere Rd,Syracuse,Geddes,5/18/2018,7:00 a.m.-6:00 p.m.
Larceny,2000 block Lodi St,Syracuse,Syracuse,5/18/2018,12:19 p.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/18/2018,8:06 p.m.
Larceny,200 block Green St,Syracuse,Syracuse,5/18/2018,11:45 p.m.-4:45 a.m.
Larceny,100 block Hampton Rd,Syracuse,Syracuse,5/18/2018,9:05 a.m.
Larceny,300 block E  Washington St,Syracuse,Syracuse,5/18/2018,8:15 a.m.-1:15 p.m.
Vehicle theft,500 block E Franklin St,Fayetteville,Manlius,5/18/2018,8:09 p.m.
Aggravated assault,0 block Grover St,East Syracuse,DeWitt,5/17/2018,5:35 p.m.
Aggravated assault,300 block Columbus Av,Syracuse,Syracuse,5/17/2018,12:27 a.m.
Aggravated assault,200 block Merriman Av,Syracuse,Syracuse,5/17/2018,8:20 p.m.
Arson,5100 block Hemlock Rd,Nedrow,Onondaga County,5/17/2018,12:07 a.m.
Burglary,3100 block Hidden Lake Dr,Baldwinsville,Onondaga County,5/17/2018,4:12 p.m.
Larceny,2700 block W Entry Rd,Baldwinsville,Onondaga County,5/17/2018,3:37 p.m.
Larceny,6100 block Cobblestone Dr,Cicero,Cicero,5/17/2018,8:25 a.m.
Larceny,100 block W Seneca St,Manlius,Manlius,5/17/2018,8:56 a.m.
Larceny,200 block Allen St,Syracuse,Syracuse,5/17/2018,3:13 a.m.
Larceny,100 block Juneway Dr,Syracuse,Syracuse,5/17/2018,8:00 p.m.-8:00 a.m.
Larceny,600 block Robinson St,Syracuse,Syracuse,5/17/2018,11:45 a.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,5/17/2018,12:45 p.m.
Larceny,600 block Pond St,Syracuse,Syracuse,5/17/2018,1:00 p.m.
Larceny,3100 block Erie Blvd E,Syracuse,DeWitt,5/17/2018,3:21 p.m.
Larceny,4000 block S  Salina St,Syracuse,Syracuse,5/17/2018,3:30 p.m.
Larceny,2600 block Milton Av,Syracuse,Solvay,5/17/2018,4:34 p.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/17/2018,8:22 p.m.-8:30 p.m.
Larceny,100 block Circle Rd,Syracuse,Syracuse,5/17/2018,9:50 a.m.
Larceny,100 block Tennyson Av,Syracuse,Syracuse,5/17/2018,2:00 a.m.-11:40 a.m.
Larceny,400 block Grant Blvd,Syracuse,Syracuse,5/17/2018,11:00 a.m.-5:55 p.m.
Larceny,4600 block W Genesee St,Syracuse,Camillus,5/17/2018,9:18 a.m.
Larceny,6500 block Thompson Rd,Syracuse,DeWitt,5/17/2018,12:33 p.m.
Larceny,1200 block Harrison St,Syracuse,Syracuse,5/17/2018,1:00 a.m.-8:00 a.m.
Aggravated assault,400 block N  Midler Av,Syracuse,Syracuse,5/16/2018,5:17 p.m.
Aggravated assault,1300 block Grant Blvd,Syracuse,Syracuse,5/16/2018,6:15 a.m.
Burglary,100 block Smith Ln,Syracuse,Syracuse,5/16/2018,11:00 p.m.-5:30 a.m.
Burglary,100 block Swansea Av,Syracuse,Onondaga County,5/16/2018,12:45 a.m.-1:30 a.m.
Burglary,700 block E  Adams St,Syracuse,Syracuse,5/16/2018,10:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,5/16/2018,2:53 p.m.
Larceny,6400 block Basile Rowe,East Syracuse,DeWitt,5/16/2018,2:14 p.m.
Larceny,6900 block Northern Blvd,East Syracuse,DeWitt,5/16/2018,9:24 p.m.
Larceny,3100 block Milton Av,Solvay,Onondaga County,5/16/2018,7:50 p.m.
Larceny,200 block Hall Av,Syracuse,Syracuse,5/16/2018,12:20 a.m.
Larceny,200 block Avery Av,Syracuse,Syracuse,5/16/2018,12:00 a.m.-8:15 a.m.
Larceny,4700 block Onondaga Blvd,Syracuse,Geddes,5/16/2018,12:09 p.m.
Larceny,100 block Fage Av,Syracuse,Syracuse,5/16/2018,5:58 p.m.
Larceny,200 block Haywood Rd,Syracuse,Geddes,5/16/2018,6:38 p.m.
Larceny,600 block Nottingham Rd,Syracuse,DeWitt,5/16/2018,9:43 p.m.
Larceny,200 block W  Division St,Syracuse,Syracuse,5/16/2018,7:00 p.m.-7:00 a.m.
Larceny,600 block Barnes Av,Syracuse,Syracuse,5/16/2018,6:15 a.m.-6:40 a.m.
Larceny,100 block N  Salina St,Syracuse,Syracuse,5/16/2018,1:00 a.m.-5:00 p.m.
Larceny,4600 block W Genesee St,Syracuse,Camillus,5/16/2018,12:57 p.m.
Larceny,1 block Destiny Usa Dr,Syracuse,Syracuse,5/16/2018,4:11 p.m.
Larceny,2700 block Brewerton Rd,Syracuse,Onondaga County,5/16/2018,10:18 p.m.
Aggravated assault,4300 block Candlelight Ln,Liverpool,Onondaga County,5/15/2018,10:00 p.m.
Arson,400 block Craig St,Syracuse,Syracuse,5/15/2018,11:20 a.m.
Burglary,7600 block Somerset Ln,Manlius,Manlius,5/15/2018,3:35 p.m.
Larceny,100 block Bennett Manor Dr,East Syracuse,DeWitt,5/15/2018,12:50 p.m.-12:00 p.m.
Larceny,300 block Palmer Dr,Fayetteville,Onondaga County,5/15/2018,12:56 p.m.
Larceny,300 block Towne Dr,Fayetteville,Manlius,5/15/2018,2:19 p.m.
Larceny,7500 block Oswego Rd,Liverpool,Onondaga County,5/15/2018,7:58 p.m.
Larceny,3800 block Route 31,Liverpool,Onondaga County,5/15/2018,5:05 p.m.
Larceny,600 block Lemoyne Av,Syracuse,Syracuse,5/15/2018,3:41 a.m.
Larceny,900 block S  Salina St,Syracuse,Syracuse,5/15/2018,10:21 a.m.
Larceny,1500 block S  Salina St,Syracuse,Syracuse,5/15/2018,1:45 p.m.-2:10 p.m.
Larceny,100 block Dablon Ct,Syracuse,Syracuse,5/15/2018,3:00 p.m.-3:25 p.m.
Larceny,0 block Thruway Exit 39,Syracuse,Onondaga County,5/15/2018,8:00 a.m.-6:09 p.m.
Larceny,200 block Cortland Av,Syracuse,Syracuse,5/15/2018,6:00 p.m.-7:00 a.m.
Larceny,100 block Furman St,Syracuse,Syracuse,5/15/2018,12:15 p.m.-8:15 a.m.
Larceny,300 block Ostrom Av,Syracuse,Syracuse,5/15/2018,1:30 a.m.-12:00 p.m.
Larceny,100 block Dickerson St,Syracuse,Onondaga County,5/15/2018,6:04 p.m.
Larceny,100 block Shop City Plz,Syracuse,Onondaga County,5/15/2018,6:04 p.m.
Robbery,700 block E  Adams St,Syracuse,Syracuse,5/15/2018,9:24 p.m.
Vehicle theft,6200 block Route 31,Cicero,Cicero,5/15/2018,9:48 a.m.
Aggravated assault,1200 block S  State St,Syracuse,Syracuse,5/14/2018,5:29 p.m.
Aggravated assault,300 block Furman St,Syracuse,Syracuse,5/14/2018,10:50 p.m.
Aggravated assault,1700 block E  Fayette St,Syracuse,Syracuse,5/14/2018,4:25 p.m.
Burglary,800 block Kimry Moor,Fayetteville,Manlius,5/14/2018,11:41 a.m.
Burglary,100 block E  Fayette St,Syracuse,Syracuse,5/14/2018,2:16 p.m.
Burglary,100 block Edna Rd,Syracuse,Syracuse,5/14/2018,1:00 p.m.
Burglary,200 block Seeley Rd,Syracuse,Syracuse,5/14/2018,3:05 p.m.
Burglary,1 block Destiny Usa Dr,Syracuse,Syracuse,5/14/2018,4:40 p.m.
Burglary,400 block Onondaga Ter,Syracuse,Syracuse,5/14/2018,6:14 p.m.
Larceny,7000 block Island Rd,Cicero,Onondaga County,5/14/2018,4:00 p.m.-11:30 a.m.
Larceny,700 block W Manlius St,East Syracuse,DeWitt,5/14/2018,9:51 a.m.
Larceny,0 block Technology Pl,East Syracuse,DeWitt,5/14/2018,10:51 a.m.
Larceny,200 block Hunt Dr,Fayetteville,Manlius,5/14/2018,10:24 a.m.
Larceny,200 block Mcclennan Dr,Fayetteville,Manlius,5/14/2018,10:55 a.m.
Larceny,200 block Mcclennan Dr,Fayetteville,Manlius,5/14/2018,11:05 a.m.
Larceny,0 block Jay Path,Liverpool,Onondaga County,5/14/2018,9:08 a.m.
Larceny,2600 block Milton Av,Syracuse,Solvay,5/14/2018,3:25 a.m.
Larceny,2100 block W Genesee St,Syracuse,Solvay,5/14/2018,12:56 p.m.
Larceny,4100 block S  Salina St,Syracuse,Syracuse,5/14/2018,1:18 p.m.
Larceny,100 block Westview Av,Syracuse,Onondaga County,5/14/2018,1:24 p.m.
Larceny,100 block Croly St,Syracuse,Syracuse,5/14/2018,7:30 p.m.-7:38 p.m.
Larceny,1400 block Midland Av,Syracuse,Syracuse,5/14/2018,7:30 a.m.
Larceny,400 block Onondaga Ter,Syracuse,Syracuse,5/14/2018,3:15 p.m.-5:00 p.m.
Larceny,1100 block N  Townsend St,Syracuse,Syracuse,5/14/2018,5:00 p.m.-8:35 p.m.
Vehicle theft,100 block Medfield Dr,East Syracuse,Manlius,5/14/2018,5:33 p.m.
Vehicle theft,0 block Presidential Plz,Syracuse,Syracuse,5/14/2018,3:45 p.m.-7:00 a.m.
Vehicle theft,500 block Seymour St,Syracuse,Syracuse,5/14/2018,9:17 a.m.
Burglary,200 block Cleveland Blvd,Fayetteville,Manlius,5/13/2018,12:00 p.m.-10:30 a.m.
Burglary,2100 block E  Fayette St   N,Syracuse,Syracuse,5/13/2018,2:30 p.m.
Burglary,100 block Oakley Dr   E,Syracuse,Syracuse,5/13/2018,7:19 p.m.
Burglary,100 block Ainsley Dr,Syracuse,Syracuse,5/13/2018,11:54 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,5/13/2018,4:04 p.m.
Larceny,8000 block Evesborough Dr,Clay,Onondaga County,5/13/2018,2:00 p.m.-10:30 a.m.
Larceny,100 block Spy Glass Ln,Fayetteville,Manlius,5/13/2018,9:22 a.m.
Larceny,800 block Kimry Moor,Fayetteville,Manlius,5/13/2018,2:45 a.m.
Larceny,100 block Spy Glass Ln,Fayetteville,Manlius,5/13/2018,9:16 p.m.
Larceny,1000 block Col Eileen Collins Blvd,Syracuse,Syracuse,5/13/2018,12:40 a.m.
Larceny,2700 block Brewerton Rd,Syracuse,Onondaga County,5/13/2018,2:58 p.m.
Larceny,600 block Nottingham Rd,Syracuse,DeWitt,5/13/2018,9:00 p.m.
Larceny,100 block E  Onondaga St,Syracuse,Syracuse,5/13/2018,7:30 p.m.
Larceny,100 block Clarendon St,Syracuse,Syracuse,5/13/2018,2:20 a.m.-12:20 p.m.
Larceny,700 block Livingston Av,Syracuse,Syracuse,5/13/2018,3:00 a.m.-3:05 a.m.
Larceny,100 block Herlad Pl,Syracuse,Syracuse,5/13/2018,11:00 p.m.-2:00 a.m.
Larceny,900 block S  Mcbride St,Syracuse,Syracuse,5/13/2018,6:30 p.m.-8:30 p.m.
Robbery,100 block State Fair Blvd,Syracuse,Syracuse,5/13/2018,4:21 a.m.
Robbery,600 block W  Colvin St,Syracuse,Syracuse,5/13/2018,10:52 p.m.
Robbery,1300 block E  Colvin St,Syracuse,Syracuse,5/13/2018,11:15 p.m.
Vehicle theft,300 block S  Alvord St,Syracuse,Syracuse,5/13/2018,4:15 p.m.-4:38 p.m.
Aggravated assault,100 block Sabine St,Syracuse,Syracuse,5/12/2018,3:07 p.m.
Aggravated assault,300 block Wilkinson St,Syracuse,Syracuse,5/12/2018,3:25 p.m.-3:36 p.m.
Aggravated assault,0 block Schoeneck Ct,Syracuse,Syracuse,5/12/2018,5:30 p.m.
Aggravated assault,300 block Seventh North St,Syracuse,Syracuse,5/12/2018,9:30 p.m.
Aggravated assault,200 block Lincoln Av,Syracuse,Syracuse,5/12/2018,1:11 a.m.
Burglary,1200 block Butternut St,Syracuse,Syracuse,5/12/2018,2:15 a.m.
Larceny,5500 block Legionnaire Dr,Cicero,Cicero,5/12/2018,12:44 p.m.
Larceny,5800 block Bridge St,East Syracuse,DeWitt,5/12/2018,11:12 a.m.
Larceny,1200 block N  State St,Syracuse,Syracuse,5/12/2018,8:00 p.m.-9:00 a.m.
Larceny,200 block Ashdale Av,Syracuse,Syracuse,5/12/2018,4:00 p.m.
Larceny,100 block E  Onondaga St,Syracuse,Syracuse,5/12/2018,7:29 a.m.
Larceny,100 block E  Onondaga St,Syracuse,Syracuse,5/12/2018,5:47 p.m.
Larceny,800 block Sumner Av,Syracuse,Syracuse,5/12/2018,9:20 a.m.
Larceny,800 block Westmoreland Av,Syracuse,Syracuse,5/12/2018,11:40 p.m.-9:40 a.m.
Larceny,200 block Ostrom Av,Syracuse,Syracuse,5/12/2018,12:00 p.m.
Robbery,6300 block S Salina St,Nedrow,Onondaga County,5/12/2018,3:26 p.m.
Aggravated assault,100 block Worden Av,Nedrow,Onondaga County,5/11/2018,1:31 p.m.
Aggravated assault,300 block Chemung St,Syracuse,Syracuse,5/11/2018,9:42 a.m.
Aggravated assault,5300 block W Taft Rd,Syracuse,Onondaga County,5/11/2018,4:58 p.m.
Aggravated assault,200 block Warner Av,Syracuse,Onondaga County,5/11/2018,5:28 p.m.
Aggravated assault,200 block Empire Av,Syracuse,Syracuse,5/11/2018,9:40 p.m.
Burglary,100 block Alpine Dr,Syracuse,DeWitt,5/11/2018,3:24 p.m.
Larceny,8600 block Letchworth Ln,Baldwinsville,Onondaga County,5/11/2018,12:00 p.m.-2:00 p.m.
Larceny,9500 block Clarecastle Path,Brewerton,Cicero,5/11/2018,10:00 p.m.-3:00 p.m.
Larceny,5300 block W Genesee St,Camillus,Camillus,5/11/2018,4:18 p.m.
Larceny,8400 block Oswego Rd,Liverpool,Onondaga County,5/11/2018,11:06 a.m.
